artist,Unnamed: 0,track,track_artist,track_title,track_remix,track_basic,artist_basic,cluster
Marshmello,1183,graves & Coolights - Say Things,graves & Coolights,Say Things,[],Say Things,graves & Coolights,6
Marshmello,1184,Marshmello - Summer,Marshmello,Summer,[],Summer,Marshmello,6
Marshmello,1185,Ookay - Thief,Ookay,Thief,[],Thief,Ookay,6
Marshmello,1186,Post Malone feat. Quavo - Congratulations (Dzeko Remix),Post Malone feat. Quavo,Congratulations (Dzeko Remix),['Dzeko Remix'],Congratulations ,Post Malone,6
Marshmello,1187,Marshmello & Ookay feat. Noah Cyrus - Chasing Colors,Marshmello & Ookay feat. Noah Cyrus,Chasing Colors,[],Chasing Colors,Marshmello & Ookay,6
Marshmello,1188,TropKillaz - Try Me,TropKillaz,Try Me,[],Try Me,TropKillaz,6
Marshmello,1189,Kendrick Lamar - Humble,Kendrick Lamar,Humble,[],Humble,Kendrick Lamar,6
Marshmello,1190,DJ Snake & Yellow Claw - Ocho Cinco (Sikdope Remix),DJ Snake & Yellow Claw,Ocho Cinco (Sikdope Remix),['Sikdope Remix'],Ocho Cinco ,DJ Snake & Yellow Claw,6
Marshmello,1191,Anne-Marie - Alarm (Marshmello Remix),Anne-Marie,Alarm (Marshmello Remix),['Marshmello Remix'],Alarm ,Anne-Marie,6
Marshmello,1192,Marshmello - Alone,Marshmello,Alone,[],Alone,Marshmello,6
Marshmello,1193,Lil *Zi Vert - XO TOUR Llif3,Lil *Zi Vert,XO TOUR Llif3,[],XO TOUR Llif3,Lil *Zi Vert,6
Marshmello,1194,Marshmello - HoMe,Marshmello,HoMe,[],HoMe,Marshmello,6
Marshmello,1195,Jack U* feat. Justin Bieber - Where Are * Now (Marshmello Remix),Jack U* feat. Justin Bieber,Where Are * Now (Marshmello Remix),['Marshmello Remix'],Where Are * Now ,Jack U*,6
Marshmello,1196,Jack U* feat. Justin Bieber - Where Are * Now (Marshmello Remix / Skrillex Flip),Jack U* feat. Justin Bieber,Where Are * Now (Marshmello Remix / Skrillex Flip),['Marshmello Remix / Skrillex Flip'],Where Are * Now ,Jack U*,6
Marshmello,1197,Marshmello - Know Me,Marshmello,Know Me,[],Know Me,Marshmello,6
Marshmello,1198,Marshmello - Bounce,Marshmello,Bounce,[],Bounce,Marshmello,6
Marshmello,1199,Daft Punk - One More Time,Daft Punk,One More Time,[],One More Time,Daft Punk,6
Marshmello,1200,Bon Jovi - Livin' On A Prayer,Bon Jovi,Livin' On A Prayer,[],Livin' On A Prayer,Bon Jovi,6
Marshmello,1201,Wavedash - Bang,Wavedash,Bang,[],Bang,Wavedash,6
Marshmello,1202,KANDY feat. Mina - Initiator,KANDY feat. Mina,Initiator,[],Initiator,KANDY,6
Marshmello,1203,Porter Robinson - Unison (Crankdat Re-Crank),Porter Robinson,Unison (Crankdat Re-Crank),['Crankdat Re-Crank'],Unison ,Porter Robinson,6
Marshmello,1204,Knife Party - PLUR Police (Jauz Remix),Knife Party,PLUR Police (Jauz Remix),['Jauz Remix'],PLUR Police ,Knife Party,6
Marshmello,1205,Gucci Mane feat. Drake - Both (Dark Heart Bootleg),Gucci Mane feat. Drake,Both (Dark Heart Bootleg),['Dark Heart Bootleg'],Both ,Gucci Mane,6
Marshmello,1206,Travis Scott feat. Kendrick Lamar & NGHTMRE vs. Zomboy feat. O.V & Eptic & Trampa - Goosebumps vs. Get With The Program (Marshmello Edit),Travis Scott feat. Kendrick Lamar & NGHTMRE vs. Zomboy feat. O.V & Eptic & Trampa,Goosebumps vs. Get With The Program (Marshmello Edit),['Marshmello Edit'],Goosebumps vs. Get With The Program ,Travis Scott,6
Marshmello,1207,Phiso - Jotaro,Phiso,Jotaro,[],Jotaro,Phiso,6
Marshmello,1208,4B & Aazar - Pop Dat,4B & Aazar,Pop Dat,[],Pop Dat,4B & Aazar,6
Marshmello,1209,Dr. Ozi feat. MagMag - HartyHar,Dr. Ozi feat. MagMag,HartyHar,[],HartyHar,Dr. Ozi,6
Marshmello,1210,Cascada - Everytime We Touch,Cascada,Everytime We Touch,[],Everytime We Touch,Cascada,6
Marshmello,1211,Bro Safari - Follow (Zomboy Remix),Bro Safari,Follow (Zomboy Remix),['Zomboy Remix'],Follow ,Bro Safari,6
Marshmello,1212,The White Stripes - Seven Nation Army (Dash Berlin Rework),The White Stripes,Seven Nation Army (Dash Berlin Rework),['Dash Berlin Rework'],Seven Nation Army ,The White Stripes,6
Marshmello,1213,Mr. Polska & Boaz Van De Beatz feat. Riff Raff - Guappa (Acappella),Mr. Polska & Boaz Van De Beatz feat. Riff Raff,Guappa (Acappella),['Acappella'],Guappa ,Mr. Polska & Boaz Van De Beatz,6
Marshmello,1214,KAYZO - ID,KAYZO,ID,[],ID,KAYZO,6
Marshmello,1215,Kendrick Lamar - M.A.A.D City,Kendrick Lamar,M.A.A.D City,[],M.A.A.D City,Kendrick Lamar,6
Marshmello,1216,Wiwek & Skrillex feat. Eliphant vs. Boombox Cratel & QUIX feat. Anjulie - Killa vs. Supernatural (Marshmello Edit),Wiwek & Skrillex feat. Eliphant vs. Boombox Cratel & QUIX feat. Anjulie,Killa vs. Supernatural (Marshmello Edit),['Marshmello Edit'],Killa vs. Supernatural ,Wiwek & Skrillex,6
Marshmello,1217,Flosstradamus & Valentino Khan - M.F.U. (Middle Fingers Up),Flosstradamus & Valentino Khan,M.F.U. (Middle Fingers Up),['Middle Fingers Up'],M.F.U. ,Flosstradamus & Valentino Khan,6
Marshmello,1218,KAYZO - Whistle Wars,KAYZO,Whistle Wars,[],Whistle Wars,KAYZO,6
Marshmello,1219,A$ap Ferg vs. Mercer & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),A$ap Ferg vs. Mercer & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy,Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),['Middle Fingers Up) vs. Like A Bitch (Slushii Edit'],Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. ,A$ap Ferg vs. Mercer & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy,6
Marshmello,1220,Dillon Francis feat. G-Eazy - Say Less (Eptic Remix),Dillon Francis feat. G-Eazy,Say Less (Eptic Remix),['Eptic Remix'],Say Less ,Dillon Francis,6
Marshmello,1221,XXXTENTACION - Look At Me!,XXXTENTACION,Look At Me!,[],Look At Me!,XXXTENTACION,6
Marshmello,1222,Boombox Cartel - Jefe,Boombox Cartel,Jefe,[],Jefe,Boombox Cartel,6
Marshmello,1223,Marshmello feat. Wrabel - Ritual (Ray Volpe Remix),Marshmello feat. Wrabel,Ritual (Ray Volpe Remix),['Ray Volpe Remix'],Ritual ,Marshmello,6
Marshmello,1224,Ray Volpe - Outerworld,Ray Volpe,Outerworld,[],Outerworld,Ray Volpe,6
Marshmello,1225,Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix,Tremor vs. Wonderwall (J*S*PH B* Edit),['J*S*PH B* Edit'],Tremor vs. Wonderwall ,Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix,6
Marshmello,1226,Skrillex ft. Rick Ross vs. Zomboy - Purple Lamborghini vs. Lights Out (Skrillex Mashup),Skrillex ft. Rick Ross vs. Zomboy,Purple Lamborghini vs. Lights Out (Skrillex Mashup),['Skrillex Mashup'],Purple Lamborghini vs. Lights Out ,Skrillex,6
Marshmello,1227,Ookay & Aazar - ID,Ookay & Aazar,ID,[],ID,Ookay & Aazar,6
Marshmello,1228,Flosstradamus & GTA feat. Lil Jon - Prison Riot (Acappella),Flosstradamus & GTA feat. Lil Jon,Prison Riot (Acappella),['Acappella'],Prison Riot ,Flosstradamus & GTA,6
Marshmello,1229,Jauz & Crankdat - I Hold Still,Jauz & Crankdat,I Hold Still,[],I Hold Still,Jauz & Crankdat,6
Marshmello,1230,Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI,Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),['U & I) vs. Mammoth (1835er Mashup'],Sweet Child O' Mine vs. Runaway ,Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI,6
Marshmello,1231,Valentino Khan - Pump,Valentino Khan,Pump,[],Pump,Valentino Khan,6
Marshmello,1232,DJ Snake - Propaganda (Jauz Remix),DJ Snake,Propaganda (Jauz Remix),['Jauz Remix'],Propaganda ,DJ Snake,6
Marshmello,1233,Chocolate Puma & Tommie Sunshine feat. DJ Funk - Scrub The Ground,Chocolate Puma & Tommie Sunshine feat. DJ Funk,Scrub The Ground,[],Scrub The Ground,Chocolate Puma & Tommie Sunshine,6
Marshmello,1234,Cesqeaux & Mike Cervello - SMACK!,Cesqeaux & Mike Cervello,SMACK!,[],SMACK!,Cesqeaux & Mike Cervello,6
Marshmello,1235,Reece Low - Bounce That Ass,Reece Low,Bounce That Ass,[],Bounce That Ass,Reece Low,6
Marshmello,1236,Migos feat. Lil *Zi Vert vs. MC Hammer - Bad And Boujee vs. U Can't Touch This (Guap Beats Super Freak Full Mashup),Migos feat. Lil *Zi Vert vs. MC Hammer,Bad And Boujee vs. U Can't Touch This (Guap Beats Super Freak Full Mashup),['Guap Beats Super Freak Full Mashup'],Bad And Boujee vs. U Can't Touch This ,Migos,6
Marshmello,1237,Moksi - Lights Down Low,Moksi,Lights Down Low,[],Lights Down Low,Moksi,6
Marshmello,1238,Garmiani - Bomb A Drop,Garmiani,Bomb A Drop,[],Bomb A Drop,Garmiani,6
Marshmello,1239,Eptic - The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),Eptic,The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),['Carnage & Breaux Festival Trap Remix / Crankdat VIP'],The End ,Eptic,6
Marshmello,1240,4B feat. Bunji Garlin - Carnival,4B feat. Bunji Garlin,Carnival,[],Carnival,4B,6
Marshmello,1241,Jack U* feat. Kiesza - Take * There,Jack U* feat. Kiesza,Take * There,[],Take * There,Jack U*,6
Marshmello,1242,Knife Party - Boss Mode,Knife Party,Boss Mode,[],Boss Mode,Knife Party,6
Marshmello,1243,Papa Roach - Last Resort,Papa Roach,Last Resort,[],Last Resort,Papa Roach,6
Marshmello,1244,RL Grime feat. Djemba Djemba - Valhalla,RL Grime feat. Djemba Djemba,Valhalla,[],Valhalla,RL Grime,6
Marshmello,1245,The Chainsmokers feat. Daya - Don't Let Me Down (W&W Remix),The Chainsmokers feat. Daya,Don't Let Me Down (W&W Remix),['W&W Remix'],Don't Let Me Down ,The Chainsmokers,6
Marshmello,1246,graves & Maazel - Lost Boys,graves & Maazel,Lost Boys,[],Lost Boys,graves & Maazel,6
Marshmello,1247,Adele - Hello (Marshmello Remix),Adele,Hello (Marshmello Remix),['Marshmello Remix'],Hello ,Adele,6
Martin Garrix,1248,MERCER & SayMyName - Wanted,MERCER & SayMyName,Wanted,[],Wanted,MERCER & SayMyName,1
Martin Garrix,1249,The Weeknd - Can't Feel My Face (Martin Garrix Remix),The Weeknd,Can't Feel My Face (Martin Garrix Remix),['Martin Garrix Remix'],Can't Feel My Face ,The Weeknd,1
Martin Garrix,1250,TJR & VINAI vs. Breathe Carolina & Brooks & Pillface - Bounce Generation vs. Heroes (Martin Garrix Mashup),TJR & VINAI vs. Breathe Carolina & Brooks & Pillface,Bounce Generation vs. Heroes (Martin Garrix Mashup),['Martin Garrix Mashup'],Bounce Generation vs. Heroes ,TJR & VINAI vs. Breathe Carolina & Brooks & Pillface,1
Martin Garrix,1251,Sander Van Doorn & Martin Garrix & DVBBS feat. Aleesia - Gold Skies,Sander Van Doorn & Martin Garrix & DVBBS feat. Aleesia,Gold Skies,[],Gold Skies,Sander Van Doorn & Martin Garrix & DVBBS,1
Martin Garrix,1252,Volt & State vs. Martin Garrix feat. Usher - Sandcastles vs. Don't Look Down (Nicky Romero Mashup),Volt & State vs. Martin Garrix feat. Usher,Sandcastles vs. Don't Look Down (Nicky Romero Mashup),['Nicky Romero Mashup'],Sandcastles vs. Don't Look Down ,Volt & State vs. Martin Garrix,1
Martin Garrix,1253,Martin Garrix & Matisse & Sadko - Together,Martin Garrix & Matisse & Sadko,Together,[],Together,Martin Garrix & Matisse & Sadko,1
Martin Garrix,1254,Martin Garrix feat. Dawn Golden - Sun Is Never Going Down,Martin Garrix feat. Dawn Golden,Sun Is Never Going Down,[],Sun Is Never Going Down,Martin Garrix,1
Martin Solveig,1255,Martin Solveig feat. Tkay Maidza - Do It Right,Martin Solveig feat. Tkay Maidza,Do It Right,[],Do It Right,Martin Solveig,1
Martin Solveig,1256,Martin Solveig - Jealousy (Martin Solveig 2015 Rework),Martin Solveig,Jealousy (Martin Solveig 2015 Rework),['Martin Solveig 2015 Rework'],Jealousy ,Martin Solveig,1
Martin Solveig,1257,Martin Solveig & Wiwek - ID,Martin Solveig & Wiwek,ID,[],ID,Martin Solveig & Wiwek,1
Martin Solveig,1258,Major Lazer feat. Vybz Kartel - Pon De Floor (Afrojack Version),Major Lazer feat. Vybz Kartel,Pon De Floor (Afrojack Version),['Afrojack Version'],Pon De Floor ,Major Lazer,1
Martin Solveig,1259,JAY Z & Kanye West - Niggas In Paris,JAY Z & Kanye West,Niggas In Paris,[],Niggas In Paris,JAY Z & Kanye West,1
Martin Solveig,1260,Nirvana - Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,[],Smells Like Teen Spirit,Nirvana,1
Martin Solveig,1261,MERCER & DJ Snake - Lunatic,MERCER & DJ Snake,Lunatic,[],Lunatic,MERCER & DJ Snake,1
Martin Solveig,1262,Bassjackers - Mush Mush,Bassjackers,Mush Mush,[],Mush Mush,Bassjackers,1
Martin Solveig,1263,Zedd & Alessia Cara - Stay (Acappella),Zedd & Alessia Cara,Stay (Acappella),['Acappella'],Stay ,Zedd & Alessia Cara,1
Martin Solveig,1264,Martin Solveig feat. Dragonette - Hello,Martin Solveig feat. Dragonette,Hello,[],Hello,Martin Solveig,1
Martin Solveig,1265,Gesaffelstein - Control Movement,Gesaffelstein,Control Movement,[],Control Movement,Gesaffelstein,1
Martin Solveig,1266,Migos - T-Shirt,Migos,T-Shirt,[],T-Shirt,Migos,1
Martin Solveig,1267,Benny Benassi pres. The Biz - Satisfaction,Benny Benassi pres. The Biz,Satisfaction,[],Satisfaction,Benny Benassi pres. The Biz,1
Martin Solveig,1268,Benny Benassi pres. The Biz - Satisfaction (RL Grime Remix),Benny Benassi pres. The Biz,Satisfaction (RL Grime Remix),['RL Grime Remix'],Satisfaction ,Benny Benassi pres. The Biz,1
Martin Solveig,1269,deadmau5 - Moar Ghosts N Stuff,deadmau5,Moar Ghosts N Stuff,[],Moar Ghosts N Stuff,deadmau5,1
Martin Solveig,1270,Sia feat. The Weeknd & Diplo - Elastic Heart (Acappella),Sia feat. The Weeknd & Diplo,Elastic Heart (Acappella),['Acappella'],Elastic Heart ,Sia,1
Martin Solveig,1271,Florence + The Machine - You've Got The Love (Mark Knight Remix),Florence + The Machine,You've Got The Love (Mark Knight Remix),['Mark Knight Remix'],You've Got The Love ,Florence + The Machine,1
Martin Solveig,1272,Wolfgang Gartner & Francis Preve vs. La Roux - Yin For The Kill (Dave Spoon Bootleg),Wolfgang Gartner & Francis Preve vs. La Roux,Yin For The Kill (Dave Spoon Bootleg),['Dave Spoon Bootleg'],Yin For The Kill ,Wolfgang Gartner & Francis Preve vs. La Roux,1
Martin Solveig,1273,Brodinski - Hypnotise,Brodinski,Hypnotise,[],Hypnotise,Brodinski,1
Martin Solveig,1274,Martin Solveig feat. Alma - All Stars,Martin Solveig feat. Alma,All Stars,[],All Stars,Martin Solveig,1
Martin Solveig,1275,Calvin Harris feat. Florence Welch - Sweet Nothing,Calvin Harris feat. Florence Welch,Sweet Nothing,[],Sweet Nothing,Calvin Harris,1
Martin Solveig,1276,Flume feat. Little Dragon - Take A Chance (K*lsch Remix),Flume feat. Little Dragon,Take A Chance (K*lsch Remix),['K*lsch Remix'],Take A Chance ,Flume,1
Martin Solveig,1277,Flume feat. Kai - Never Be Like You (Martin Solveig Remix),Flume feat. Kai,Never Be Like You (Martin Solveig Remix),['Martin Solveig Remix'],Never Be Like You ,Flume,1
Martin Solveig,1278,Tove Lo - Habits (Stay High),Tove Lo,Habits (Stay High),['Stay High'],Habits ,Tove Lo,1
Martin Solveig,1279,Kanye West feat. Post Malone & Ty Dolla $ign - Fade (GotSome Edit),Kanye West feat. Post Malone & Ty Dolla $ign,Fade (GotSome Edit),['GotSome Edit'],Fade ,Kanye West,1
Martin Solveig,1280,Cassius - I <3 U SO,Cassius,I <3 U SO,[],I <3 U SO,Cassius,1
Martin Solveig,1281,Swedish House Mafia - Greyhound,Swedish House Mafia,Greyhound,[],Greyhound,Swedish House Mafia,1
Martin Solveig,1282,M83 - Midnight City,M83,Midnight City,[],Midnight City,M83,1
Martin Solveig,1283,Avicii - Levels,Avicii,Levels,[],Levels,Avicii,1
Martin Solveig,1284,ANOTR - Plenty MS20,ANOTR,Plenty MS20,[],Plenty MS20,ANOTR,1
Martin Solveig,1285,Kid Cudi & MGMT vs. Martin Solveig & GTA - Pusuit Of Happiness vs. Intoxicated (Martin Solveig Mashup),Kid Cudi & MGMT vs. Martin Solveig & GTA,Pusuit Of Happiness vs. Intoxicated (Martin Solveig Mashup),['Martin Solveig Mashup'],Pusuit Of Happiness vs. Intoxicated ,Kid Cudi & MGMT vs. Martin Solveig & GTA,1
Martin Solveig,1286,Martin Solveig feat. Ina Wroldsen - Places,Martin Solveig feat. Ina Wroldsen,Places,[],Places,Martin Solveig,1
Martin Solveig,1287,Jamie XX feat. Romy - Loud Places,Jamie XX feat. Romy,Loud Places,[],Loud Places,Jamie XX,1
Mija,1288,Underworld - Born Slippy,Underworld,Born Slippy,[],Born Slippy,Underworld,1
Mija,1289,What So Not - Divide & Conquer,What So Not,Divide & Conquer,[],Divide & Conquer,What So Not,1
Mija,1290,Green Velvet - La La Land (Acappella),Green Velvet,La La Land (Acappella),['Acappella'],La La Land ,Green Velvet,1
Mija,1291,AC Slater - Hello,AC Slater,Hello,[],Hello,AC Slater,1
Mija,1292,Koreless - TT,Koreless,TT,[],TT,Koreless,1
Mija,1293,Nero - Crush On You,Nero,Crush On You,[],Crush On You,Nero,1
Mija,1294,Billy Kenny & Walker & Royce - The Lonely Robot,Billy Kenny & Walker & Royce,The Lonely Robot,[],The Lonely Robot,Billy Kenny & Walker & Royce,1
Mija,1295,Kyle Watson - Road Trips,Kyle Watson,Road Trips,[],Road Trips,Kyle Watson,1
Mija,1296,Tchami - Adieu,Tchami,Adieu,[],Adieu,Tchami,1
Mija,1297,RL Grime feat. Boyz Noize - Danger,RL Grime feat. Boyz Noize,Danger,[],Danger,RL Grime,1
Mija,1298,MJ Cole - Bouldaz,MJ Cole,Bouldaz,[],Bouldaz,MJ Cole,1
Mija,1299,Latmun - Def,Latmun,Def,[],Def,Latmun,1
Mija,1300,Chris Lake feat. Dances With White Girls - Operator (Ring Ring),Chris Lake feat. Dances With White Girls,Operator (Ring Ring),['Ring Ring'],Operator ,Chris Lake,1
Mija,1301,Kaiserdisco - Get Enough,Kaiserdisco,Get Enough,[],Get Enough,Kaiserdisco,1
Mija,1302,Dombresky - Utopia,Dombresky,Utopia,[],Utopia,Dombresky,1
Mija,1303,Dombresky - Utopia (4B Remix),Dombresky,Utopia (4B Remix),['4B Remix'],Utopia ,Dombresky,1
Mija,1304,Terranova feat. Tomas Hoffding - Question Mark (KiNK Remix),Terranova feat. Tomas Hoffding,Question Mark (KiNK Remix),['KiNK Remix'],Question Mark ,Terranova,1
Mija,1305,Billy Kenny - Work,Billy Kenny,Work,[],Work,Billy Kenny,1
Mija,1306,Wuki - Devotion,Wuki,Devotion,[],Devotion,Wuki,1
Mija,1307,Brand New - Sowing Season (Yeah),Brand New,Sowing Season (Yeah),['Yeah'],Sowing Season ,Brand New,1
Mija,1308,Josh Pan & X&G - Nowhere,Josh Pan & X&G,Nowhere,[],Nowhere,Josh Pan & X&G,1
Mija,1309,Bj*rk - Cover Me,Bj*rk,Cover Me,[],Cover Me,Bj*rk,1
Mija,1310,Nu:Logic feat. Lifford - Everlasting Days (VIP),Nu:Logic feat. Lifford,Everlasting Days (VIP),['VIP'],Everlasting Days ,Nu:Logic,1
Mija,1311,Chase & Status feat. Plan B - End Credits,Chase & Status feat. Plan B,End Credits,[],End Credits,Chase & Status,1
Mija,1312,Beth - Don't You Worry Child (Swedish House Mafia Tribute) (Gammer Remix),Beth,Don't You Worry Child (Swedish House Mafia Tribute) (Gammer Remix),['Swedish House Mafia Tribute) (Gammer Remix'],Don't You Worry Child ,Beth,1
Mija,1313,Mija - Time Stops When I'm With U,Mija,Time Stops When I'm With U,[],Time Stops When I'm With U,Mija,1
Mija,1314,Panic! At The Disco - I Write Sins Not Tragedies,Panic! At The Disco,I Write Sins Not Tragedies,[],I Write Sins Not Tragedies,Panic! At The Disco,1
Mija,1315,Vindata & Mija - Better,Vindata & Mija,Better,[],Better,Vindata & Mija,1
Mija,1316,Vindata & Mija - Better (Favulous Vision),Vindata & Mija,Better (Favulous Vision),['Favulous Vision'],Better ,Vindata & Mija,1
Mija,1317,Gammer - Nostalgia (Rustie Edit),Gammer,Nostalgia (Rustie Edit),['Rustie Edit'],Nostalgia ,Gammer,1
Mija,1318,DJ Fresh - Talkbox,DJ Fresh,Talkbox,[],Talkbox,DJ Fresh,1
Mija,1319,Mija - Secrets,Mija,Secrets,[],Secrets,Mija,1
Mija,1320,John Lennon - Imagine,John Lennon,Imagine,[],Imagine,John Lennon,1
Mija,1321,Waterm*t - Bullit,Waterm*t,Bullit,[],Bullit,Waterm*t,1
Mija,1322,deadmau5 & Kaskade feat. Haley Gibby - I Remember (Caspa Remix),deadmau5 & Kaskade feat. Haley Gibby,I Remember (Caspa Remix),['Caspa Remix'],I Remember ,deadmau5 & Kaskade,1
Mija,1323,Benny Benassi feat. Gary Go - Cinema (Acappella),Benny Benassi feat. Gary Go,Cinema (Acappella),['Acappella'],Cinema ,Benny Benassi,1
Mija,1324,DJ Yanny pres. Terraformer - Won't Forget These Days,DJ Yanny pres. Terraformer,Won't Forget These Days,[],Won't Forget These Days,DJ Yanny pres. Terraformer,1
NGHTMRE,1325,Ellie Goulding - Lights (Bassnectar Remix),Ellie Goulding,Lights (Bassnectar Remix),['Bassnectar Remix'],Lights ,Ellie Goulding,1
NGHTMRE,1326,Zomboy - Like A Bitch (Acappella),Zomboy,Like A Bitch (Acappella),['Acappella'],Like A Bitch ,Zomboy,1
NGHTMRE,1327,Noisia - Get Deaded (Moody Good Remix),Noisia,Get Deaded (Moody Good Remix),['Moody Good Remix'],Get Deaded ,Noisia,1
NGHTMRE,1328,Snails & NGHTMRE - ID,Snails & NGHTMRE,ID,[],ID,Snails & NGHTMRE,1
NGHTMRE,1329,Kendrick Lamar - Swimming Pools (Drank) (Acappella),Kendrick Lamar,Swimming Pools (Drank) (Acappella),['Drank) (Acappella'],Swimming Pools ,Kendrick Lamar,1
NGHTMRE,1330,Kendrick Lamar - DNA.,Kendrick Lamar,DNA.,[],DNA.,Kendrick Lamar,1
NGHTMRE,1331,RL Grime - Scylla,RL Grime,Scylla,[],Scylla,RL Grime,1
NGHTMRE,1332,Tha Trickaz & Creaky Jackals - Dopeness (BASSTRICK Remix),Tha Trickaz & Creaky Jackals,Dopeness (BASSTRICK Remix),['BASSTRICK Remix'],Dopeness ,Tha Trickaz & Creaky Jackals,1
NGHTMRE,1333,NGHTMRE - Street (VIP),NGHTMRE,Street (VIP),['VIP'],Street ,NGHTMRE,1
NGHTMRE,1334,Riot Ten & Sullivan King - Fuck It,Riot Ten & Sullivan King,Fuck It,[],Fuck It,Riot Ten & Sullivan King,1
NGHTMRE,1335,What So Not - Jaguar,What So Not,Jaguar,[],Jaguar,What So Not,1
NGHTMRE,1336,Eliminate - Snake Bite (VIP),Eliminate,Snake Bite (VIP),['VIP'],Snake Bite ,Eliminate,1
NGHTMRE,1337,NGHTMRE & Ookay - ID,NGHTMRE & Ookay,ID,[],ID,NGHTMRE & Ookay,1
NGHTMRE,1338,Flosstradamus feat. Casino - Mosh Pit (Acappella),Flosstradamus feat. Casino,Mosh Pit (Acappella),['Acappella'],Mosh Pit ,Flosstradamus,1
NGHTMRE,1339,GTA feat. DJ Funk - Booty Bounce (GTA HYPRR MIX),GTA feat. DJ Funk,Booty Bounce (GTA HYPRR MIX),['GTA HYPRR MIX'],Booty Bounce ,GTA,1
NGHTMRE,1340,Skrillex & Rick Ross - Purple Lamborghini,Skrillex & Rick Ross,Purple Lamborghini,[],Purple Lamborghini,Skrillex & Rick Ross,1
NGHTMRE,1341,Kanye West feat. Big Sean & Pusha T & 2 Chainz - Mercy (RL Grime & Salva Remix),Kanye West feat. Big Sean & Pusha T & 2 Chainz,Mercy (RL Grime & Salva Remix),['RL Grime & Salva Remix'],Mercy ,Kanye West,1
NGHTMRE,1342,SLANDER - Dead (NGHTMRE Remix),SLANDER,Dead (NGHTMRE Remix),['NGHTMRE Remix'],Dead ,SLANDER,1
NGHTMRE,1343,Rickyxsan - ID,Rickyxsan,ID,[],ID,Rickyxsan,1
NGHTMRE,1344,Franky Nuts - Let's Get It,Franky Nuts,Let's Get It,[],Let's Get It,Franky Nuts,1
NGHTMRE,1345,Showtek - We Like To Party (SLANDER & NGHTMRE Remix),Showtek,We Like To Party (SLANDER & NGHTMRE Remix),['SLANDER & NGHTMRE Remix'],We Like To Party ,Showtek,1
NGHTMRE,1346,Hekler - ULTIMATE,Hekler,ULTIMATE,[],ULTIMATE,Hekler,1
NGHTMRE,1347,Future vs. Vincent & Alison Wonderland feat. Wayne Coyne - Mask Off vs. U Don't Know (Benzi & Chuwe Edit),Future vs. Vincent & Alison Wonderland feat. Wayne Coyne,Mask Off vs. U Don't Know (Benzi & Chuwe Edit),['Benzi & Chuwe Edit'],Mask Off vs. U Don't Know ,Future vs. Vincent & Alison Wonderland,1
NGHTMRE,1348,JOYRYDE feat. Freddie Gibbs - Damn,JOYRYDE feat. Freddie Gibbs,Damn,[],Damn,JOYRYDE,1
NGHTMRE,1349,Party Favor - WAWA,Party Favor,WAWA,[],WAWA,Party Favor,1
NGHTMRE,1350,DMVU - Bloccd,DMVU,Bloccd,[],Bloccd,DMVU,1
NGHTMRE,1351,Boombox Cartel - Jefe,Boombox Cartel,Jefe,[],Jefe,Boombox Cartel,1
NGHTMRE,1352,Krimer - Die,Krimer,Die,[],Die,Krimer,1
NGHTMRE,1353,LAXX - Hardcore,LAXX,Hardcore,[],Hardcore,LAXX,1
NGHTMRE,1354,Red Hot Chili Peppers - Otherside,Red Hot Chili Peppers,Otherside,[],Otherside,Red Hot Chili Peppers,1
NGHTMRE,1355,Kaaris - Charg* (Boombox Cartel Remix),Kaaris,Charg* (Boombox Cartel Remix),['Boombox Cartel Remix'],Charg* ,Kaaris,1
NGHTMRE,1356,Travis Scott feat. Young Thug & Quavo - Pick Up The Phone (Fixyn Remix),Travis Scott feat. Young Thug & Quavo,Pick Up The Phone (Fixyn Remix),['Fixyn Remix'],Pick Up The Phone ,Travis Scott,1
